pair,level,gene,gene_name,log2fc,cav_r
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000166033,HTRA1,0.5540270892311812,0.1318748799601653
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000155465,SLC7A7,0.5531554347194023,0.046004065370920985
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000241553,ARPC4,0.5519216436776828,0.08360023899070669
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000197766,CFD,0.5500382582601777,0.04426705739981747
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000093010,COMT,0.550037347624922,-0.033632272904554346
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000112245,PTP4A1,-0.5498817425871997,0.051530947991540565
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000124614,RPS10,-0.5483868152700855,0.10785905726211435
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000118181,RPS25,-0.5476375736244739,-0.10018841186789333
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000186818,LILRB4,0.5474642533777085,-0.01667872752560407
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000112335,SNX3,0.545645342322143,0.04000303931326221
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000120910,PPP3CC,-0.5448136819931381,0.05425108572845307
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000170275,CRTAP,0.5444729597960526,0.052938034100897466
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000141526,SLC16A3,0.5417398270767128,0.06853568415864843
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000177575,CD163,0.5414177978506778,0.008870239637777725
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000113263,ITK,-0.5405506158188844,0.19908366682263173
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000102144,PGK1,0.5352783651240633,0.0444270147280069
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000120594,PLXDC2,0.5337004035788734,0.08243594050591894
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000153283,CD96,-0.5335768118358153,0.0724120587551902
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000164111,ANXA5,0.5329405016747895,-0.07908564921227601
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000262246,CORO7,-0.5323361114362768,0.029808070603372032
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000100292,HMOX1,0.5312267336169721,0.023640947122722685
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000089009,RPL6,0.5302562539505897,-0.03262224767767358
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000116701,NCF2,0.530183025124329,-0.013491848356221714
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000115523,GNLY,-0.530171800040338,0.060711000478348924
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000172757,CFL1,-0.5294751568520509,0.1294012323634692
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000159128,IFNGR2,0.5275499551237269,0.03729267595231736
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000137078,SIT1,-0.5267260233797083,0.08026231032044889
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000088832,FKBP1A,0.5261823673276039,0.11608056453365981
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000168374,ARF4,0.5239843367458568,-0.005742594112758792
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000110955,ATP5F1B,0.5227474774716859,0.026841571502270963
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000198408,OGA,-0.5210651217835153,-0.1125146566381556
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000153563,CD8A,-0.5199399916067281,-0.03996401752624142
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000088986,DYNLL1,0.5193902476801824,0.019416967211291627
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000187109,NAP1L1,0.5189092142528055,0.10499893493620119
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000140612,SEC11A,0.518341905905194,0.07726347154484235
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000103187,COTL1,0.5183157901321344,0.06839229188932645
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000171223,JUNB,0.5175277355659615,0.17910002316895646
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000100100,PIK3IP1,-0.5153001576258525,0.06517970105642602
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000182287,AP1S2,0.5139402409901916,0.014908487085668509
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000055163,CYFIP2,-0.5136306351003526,0.004317325656451419
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000228144,ENSG00000228144,0.5124190561737778,0.07723195256576089
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000158710,TAGLN2,0.5116291383259035,-0.01211120105461521
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000152234,ATP5F1A,0.5113624085757017,0.03799366849613304
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000211897,IGHG3,-0.5101657047087187,0.09540372597513287
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000137331,IER3,0.5097580391894811,-0.004802716108271751
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000104894,CD37,0.5093099502169169,0.06555519308640494
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000100385,IL2RB,-0.5091033473802342,0.08910439761590036
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000160654,CD3G,-0.5089809923654575,0.018920758593812106
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000112081,SRSF3,0.5072663023948023,0.08895767978784952
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000127184,COX7C,-0.5066597232278506,0.04516520399815471
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000171298,GAA,0.5053958876805231,0.10364674178713564
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000128272,ATF4,0.5048713985458039,0.11439634123211195
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000084207,GSTP1,0.5041874119213,-0.03946395480038353
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000197043,ANXA6,-0.5040124857265063,0.0607557270664584
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000149923,PPP4C,0.5039801270514359,0.07821168141402822
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000172575,RASGRP1,-0.5034159398953294,0.14489702981238226
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000140931,CMTM3,0.5020291694784683,0.06074085794893515
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000197756,RPL37A,0.5019978046652256,0.00550150395443727
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000225783,MIAT,-0.5018004329026728,0.05190527993399243
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000099860,GADD45B,0.501746497132466,0.05035929311384808
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000134333,LDHA,0.4981939913083271,0.001359589453999758
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000120071,KANSL1,-0.4981348228188605,0.05920404216022436
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000100731,PCNX1,-0.4971117126884095,0.13091120020214375
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000138069,RAB1A,0.4969807309884118,0.014215055568871201
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000100600,LGMN,0.4967056934358839,0.0022767476564401795
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000204525,HLA-C,-0.4965441184437864,0.22066615653346658
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000080824,HSP90AA1,0.495401243666107,0.04811890992274565
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000198668,CALM1,-0.4949886060008758,0.03703536727966581
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000071553,ATP6AP1,0.4943983429897138,0.08362649141455024
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000076928,ARHGEF1,-0.4941712864889809,0.09042146588090794
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000101109,STK4,-0.4940120778220906,0.053076219637798475
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000093072,ADA2,0.4934607878848059,-0.029910173663510998
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000113648,MACROH2A1,0.4932787344280897,0.02268023162809523
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000108107,RPL28,-0.4926220624906591,0.061836218454171796
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000020633,RUNX3,-0.4911138994179973,0.19191595365140734
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000110448,CD5,-0.4905134319818265,0.11353225052441589
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000069493,CLEC2D,-0.4900263663970081,0.0283450027140762
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000136490,LIMD2,-0.4893399754174714,0.007466336586319514
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000156482,RPL30,-0.4880371264418675,-0.0963300779273909
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000021355,SERPINB1,0.4878258454786806,0.11641816377540719
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000131469,RPL27,-0.4861937550328553,-0.01849820592068861
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000133313,CNDP2,0.484219204158456,0.05875362496963366
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000179144,GIMAP7,-0.4841428760935444,0.11494281885499959
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000123144,TRIR,0.4839084053640682,-0.04577073759573905
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000168918,INPP5D,0.4837122035735863,0.16562459097052384
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000169508,GPR183,0.4830181971179002,-0.004600827534531767
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000171159,BBLN,-0.4829312930774239,0.0053834253820651545
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000089820,ARHGAP4,-0.4827072344517492,0.006162534786525773
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000100979,PLTP,0.4804288218849114,-0.019538507862495152
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000171860,C3AR1,0.4801028080920055,0.02837222590373732
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000111913,RIPOR2,-0.4779345252448677,0.0177982201459053
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000186468,RPS23,-0.47780323675547,-0.026350955123313917
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000072694,FCGR2B,0.4770132388404231,0.0337857494015106
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000168209,DDIT4,-0.4747242441879823,0.012371842079951003
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000015133,CCDC88C,-0.4739794647348361,0.03691373352621055
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000118640,VAMP8,0.4738089540131932,-0.06392513889603942
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000105438,KDELR1,0.473808342266399,0.0009790946811865523
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000132965,ALOX5AP,0.4731846905456141,0.03120712829270746
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000023191,RNH1,0.4731822609483441,-0.07029927255732368
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000125354,SEPTIN6,-0.4724694593216287,0.05906376574568521
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000130303,BST2,0.472265488725808,0.06551826127656703
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000197958,RPL12,0.4718920339135117,0.05467475634513868
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000122406,RPL5,-0.4717333964016446,-0.025793026523943545
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000142634,EFHD2,0.4717256579366341,0.01903930760194701
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000090266,NDUFB2,0.471131294411419,0.0048181638601417385
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000142864,SERBP1,0.4703011915806983,0.07274766505482463
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000115310,RTN4,0.469811348162297,0.015588889408363935
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000130755,GMFG,-0.4689677136326954,0.09634333394480649
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000135821,GLUL,0.4681370303845217,0.05866111635514155
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000204389,HSPA1A,0.4679810498372183,0.10251977188964029
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000076944,STXBP2,0.4669640413086834,0.04647684844399264
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000115904,SOS1,-0.4667764264526871,0.08326674730474246
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000174946,GPR171,-0.4659271094647652,0.01694362021891148
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000005844,ITGAL,-0.4645258685729314,0.09485452985711869
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000059377,TBXAS1,0.4643819234664535,0.03894432945565273
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000113916,BCL6,0.4639155401535142,-0.010905116842611131
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000185862,EVI2B,0.4623997882887295,0.04259293107113942
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000247596,TWF2,0.4622849966602607,-0.04896502165416461
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000245848,CEBPA,0.4610915955928922,0.05058588074867487
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000171858,RPS21,-0.4603280384891704,0.0013523275284568928
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000213626,LBH,-0.4593327397230717,0.11146401274225884
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000145495,MARCHF6,0.4591327468001584,0.10792311680958455
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000142875,PRKACB,-0.4588117984442748,-0.026749215877141096
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000028277,POU2F2,0.4570919573183827,-0.020644237038212276
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000140749,IGSF6,0.4561725684432915,4.26882466703881e-05
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000092820,EZR,-0.4561625920408328,0.0955747228357005
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000119335,SET,0.4559674761186982,0.08428072200361175
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000135047,CTSL,0.4550619492334271,-0.015102845925884713
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000101347,SAMHD1,0.4544290069346852,0.05808074650041406
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000212907,MT-ND4L,0.4535035813089138,-0.04820831434523831
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000110079,MS4A4A,0.451995482856412,0.03182238283346415
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000111348,ARHGDIB,0.4516725618493907,0.10987670542644783
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000124357,NAGK,0.4515789172801138,0.06703162594752793
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000172243,CLEC7A,0.4495609739930053,-0.062009000906734585
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000162772,ATF3,0.4493947643930205,-0.023818964861378505
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000167522,ANKRD11,-0.4484402949731723,0.015069936653542209
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000150991,UBC,0.4475010824793416,0.09056854078372739
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000196743,GM2A,0.4469128070493713,-0.006757658623003357
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000109861,CTSC,0.4464831463331327,0.07172374580393787
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000092199,HNRNPC,0.4462527049159985,0.06902594303840322
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000143198,MGST3,0.4458621928105769,0.11917780826829998
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000124172,ATP5F1E,0.4455954650617048,-0.03822589983158631
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000067225,PKM,0.4452538484003761,0.014940237712061688
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000051108,HERPUD1,0.4448446258721145,0.07307371059961969
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000143612,C1orf43,0.4448355361988452,-0.019962510343251208
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000042753,AP2S1,0.4443056485461552,0.04601109746300455
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000075415,SLC25A3,0.4433658320482782,0.03786464741359265
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000142541,RPL13A,-0.4427145897796871,0.03872961033485306
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000107798,LIPA,0.4416742436967982,0.003968346417058552
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000124222,STX16,-0.4406617865311383,-0.04062387422734272
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000103479,RBL2,-0.4405638895074113,0.08043069837181428
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000010327,STAB1,0.4404153608372207,0.001368390017414293
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000137575,SDCBP,0.4400430840340776,0.07580269289332153
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000131724,IL13RA1,0.4397603510297198,0.05722406994418254
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000107372,ZFAND5,0.4390913506513588,-0.009023056167988035
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000163956,LRPAP1,0.4386003884390294,0.04683552330934177
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000164091,WDR82,-0.4385782389216739,0.01110271918010928
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000261371,PECAM1,0.4385335327729457,0.0395363212867066
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000168894,RNF181,0.4384001260583305,0.03795835801820555
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000168329,CX3CR1,0.4381164694869851,0.14542723158911733
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000115091,ACTR3,0.4367514029292899,0.012344391266924933
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000100813,ACIN1,0.4363197669607533,-0.016511138003449444
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000137462,TLR2,0.4355040639967055,0.08328715709080002
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000188612,SUMO2,-0.4354680158110341,-0.10344603904721607
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000106565,TMEM176B,0.4350359337403076,0.03070866143433102
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000177156,TALDO1,0.4350002946720509,0.017440093835424886
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000143549,TPM3,0.4342465191988464,0.09598128780093722
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000126353,CCR7,-0.4341918675102104,-0.05565545597798664
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000147416,ATP6V1B2,0.4333567982936563,0.10099507078430102
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000120875,DUSP4,-0.4331673041314356,0.06010633468844322
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000123358,NR4A1,0.4328225938072273,0.10814072065133684
neutrophil__breast__normal_vs_breast_cancer,raw,ENSG00000154473,BUB3,-0.431896266324112,0.023858351988362572
